REF_DATE,GEO,DGUID,Residence on or off reserve (3),Household type including census family structure (9),Statistics (3C),Shelter-cost-to-income ratio (5),Coordinate,Tenure including presence of mortgage payments and subsidized housing (8):Total - Tenure including presence of mortgage payments and subsidized housing[1],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Owner[2],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):With mortgage[3],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Without mortgage[4],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Renter[5],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Subsidized housing[6],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Not subsidized housing[7],Symbol,"Tenure including presence of mortgage payments and subsidized housing (8):Dwelling provided by the local government, First Nation or Indian band[8]",Symbol
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,30% to less than 100%,2381.1.3.3.4,1379,,1255,,1176,,117,,201,,0,...,201,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Not applicable,2381.1.3.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Total - Shelter-cost-to-income ratio,2381.1.4.1.1,5810,,5415,,3290,,2120,,390,,20,,380,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Spending less than 30% of income on shelter costs,2381.1.4.1.2,4515,,4235,,2185,,2050,,280,,20,,260,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Spending 30% or more of income on shelter costs,2381.1.4.1.3,1290,,1175,,1100,,70,,120,,0,,120,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,30% to less than 100%,2381.1.4.1.4,1125,,1020,,965,,55,,95,,0,,95,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Not applicable,2381.1.4.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.4.2.1,5739,,5314,,3150,,1992,,325,,12,,307,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.4.2.2,4424,,4124,,2076,,1922,,217,,12,,206,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.4.2.3,1221,,1087,,1021,,52,,86,,0,...,86,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,30% to less than 100%,2381.1.4.2.4,1046,,932,,878,,38,,62,,0,...,62,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Not applicable,2381.1.4.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.4.3.1,5882,,5518,,3436,,2257,,468,,33,,471,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.4.3.2,4608,,4349,,2300,,2187,,361,,33,,329,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.4.3.3,1363,,1270,,1185,,94,,168,,0,...,168,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,30% to less than 100%,2381.1.4.3.4,1209,,1116,,1061,,79,,145,,0,...,145,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Not applicable,2381.1.4.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Number of private households,Total - Shelter-cost-to-income ratio,2381.1.5.1.1,2090,,1905,,720,,1185,,185,,20,,170,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Number of private households,Spending less than 30% of income on shelter costs,2381.1.5.1.2,1715,,1590,,455,,1130,,125,,20,,110,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Number of private households,Spending 30% or more of income on shelter costs,2381.1.5.1.3,380,,320,,260,,55,,60,,0,,60,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Number of private households,30% to less than 100%,2381.1.5.1.4,305,,255,,210,,50,,45,,0,,45,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Number of private households,Not applicable,2381.1.5.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.5.2.1,2030,,1835,,643,,1097,,149,,12,,126,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.5.2.2,1645,,1511,,389,,1051,,98,,12,,76,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.5.2.3,332,,264,,214,,38,,36,,0,...,36,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval lower bound of number of private households,30% to less than 100%,2381.1.5.2.4,250,,209,,165,,33,,29,,0,...,29,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval lower bound of number of private households,Not applicable,2381.1.5.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.5.3.1,2152,,1978,,806,,1280,,230,,33,,229,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.5.3.2,1788,,1674,,532,,1214,,160,,33,,159,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.5.3.3,434,,387,,316,,79,,99,,0,...,99,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval upper bound of number of private households,30% to less than 100%,2381.1.5.3.4,373,,311,,267,,75,,70,,0,...,70,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Without children,Confidence interval upper bound of number of private households,Not applicable,2381.1.5.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Number of private households,Total - Shelter-cost-to-income ratio,2381.1.6.1.1,3720,,3505,,2570,,935,,205,,0,,205,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Number of private households,Spending less than 30% of income on shelter costs,2381.1.6.1.2,2800,,2650,,1725,,920,,150,,0,,150,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Number of private households,Spending 30% or more of income on shelter costs,2381.1.6.1.3,910,,855,,840,,0,,60,,0,,60,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Number of private households,30% to less than 100%,2381.1.6.1.4,815,,765,,755,,0,,55,,0,,55,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Number of private households,Not applicable,2381.1.6.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.6.2.1,3629,,3405,,2451,,848,,160,,0,...,160,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.6.2.2,2700,,2540,,1636,,833,,107,,0,...,107,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.6.2.3,832,,787,,762,,0,...,36,,0,...,36,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval lower bound of number of private households,30% to less than 100%,2381.1.6.2.4,737,,688,,678,,0,...,38,,0,...,38,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval lower bound of number of private households,Not applicable,2381.1.6.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.6.3.1,3813,,3608,,2695,,1031,,263,,0,...,263,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.6.3.2,2904,,2764,,1819,,1016,,210,,0,...,210,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.6.3.3,995,,929,,926,,0,...,99,,0,...,99,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval upper bound of number of private households,30% to less than 100%,2381.1.6.3.4,901,,851,,841,,0,...,79,,0,...,79,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,With children,Confidence interval upper bound of number of private households,Not applicable,2381.1.6.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Total - Shelter-cost-to-income ratio,2381.1.7.1.1,580,,485,,270,,215,,90,,0,,90,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Spending less than 30% of income on shelter costs,2381.1.7.1.2,390,,335,,145,,190,,55,,0,,55,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Spending 30% or more of income on shelter costs,2381.1.7.1.3,185,,150,,120,,25,,35,,0,,35,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,30% to less than 100%,2381.1.7.1.4,175,,130,,115,,25,,35,,0,,35,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Not applicable,2381.1.7.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.7.2.1,531,,446,,224,,178,,72,,0,...,72,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.7.2.2,342,,297,,110,,153,,38,,0,...,38,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.7.2.3,149,,114,,86,,11,,20,,0,...,20,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,30% to less than 100%,2381.1.7.2.4,139,,103,,81,,11,,20,,0,...,20,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Not applicable,2381.1.7.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.7.3.1,633,,527,,326,,260,,113,,0,...,113,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.7.3.2,444,,378,,192,,235,,79,,0,...,79,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.7.3.3,230,,197,,168,,55,,62,,0,...,62,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,30% to less than 100%,2381.1.7.3.4,221,,164,,164,,55,,62,,0,...,62,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Not applicable,2381.1.7.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Number of private households,Total - Shelter-cost-to-income ratio,2381.1.8.1.1,920,,815,,545,,270,,105,,0,,100,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Number of private households,Spending less than 30% of income on shelter costs,2381.1.8.1.2,715,,625,,360,,270,,90,,0,,85,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Number of private households,Spending 30% or more of income on shelter costs,2381.1.8.1.3,200,,185,,185,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Number of private households,30% to less than 100%,2381.1.8.1.4,175,,165,,165,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Number of private households,Not applicable,2381.1.8.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.8.2.1,851,,728,,487,,215,,71,,0,...,67,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.8.2.2,647,,549,,313,,215,,57,,0,...,53,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.8.2.3,155,,141,,141,,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,30% to less than 100%,2381.1.8.2.4,147,,129,,129,,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Not applicable,2381.1.8.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.8.3.1,994,,912,,610,,338,,154,,0,...,150,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.8.3.2,790,,712,,415,,338,,141,,0,...,137,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.8.3.3,258,,243,,243,,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,30% to less than 100%,2381.1.8.3.4,208,,211,,211,,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Not applicable,2381.1.8.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Number of private households,Total - Shelter-cost-to-income ratio,2381.1.9.1.1,1515,,1065,,425,,640,,455,,55,,395,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Number of private households,Spending less than 30% of income on shelter costs,2381.1.9.1.2,835,,620,,115,,510,,215,,30,,180,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Number of private households,Spending 30% or more of income on shelter costs,2381.1.9.1.3,660,,440,,305,,135,,220,,25,,195,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Number of private households,30% to less than 100%,2381.1.9.1.4,485,,315,,205,,105,,170,,25,,145,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Number of private households,Not applicable,2381.1.9.1.5,20,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.9.2.1,1475,,987,,368,,573,,398,,32,,338,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.9.2.2,757,,562,,81,,452,,170,,15,,136,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.9.2.3,574,,383,,258,,93,,175,,17,,150,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,2381.1.9.2.4,410,,268,,168,,71,,126,,17,,102,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Not applicable,2381.1.9.2.5,8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.1.9.3.1,1556,,1150,,491,,715,,520,,95,,461,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.1.9.3.2,921,,684,,164,,575,,272,,58,,239,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.1.9.3.3,758,,505,,360,,196,,277,,37,,253,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,2381.1.9.3.4,574,,370,,250,,154,,229,,37,,206,,0,...
2021,King,2021A00053519049,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Not applicable,2381.1.9.3.5,53,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Number of private households,Total - Shelter-cost-to-income ratio,2381.2.1.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Number of private households,Spending less than 30% of income on shelter costs,2381.2.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Number of private households,Spending 30% or more of income on shelter costs,2381.2.1.1.3,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Number of private households,30% to less than 100%,2381.2.1.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Number of private households,Not applicable,2381.2.1.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.1.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.1.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.1.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,30% to less than 100%,2381.2.1.2.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Not applicable,2381.2.1.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.1.3.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.1.3.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.1.3.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,30% to less than 100%,2381.2.1.3.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Not applicable,2381.2.1.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Number of private households,Total - Shelter-cost-to-income ratio,2381.2.2.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Census-family households,Number of private households,Spending less than 30% of income on shelter costs,2381.2.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Census-family households,Number of private households,Spending 30% or more of income on shelter costs,2381.2.2.1.3,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Census-family households,Number of private households,30% to less than 100%,2381.2.2.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Census-family households,Number of private households,Not applicable,2381.2.2.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.2.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.2.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.2.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,2381.2.2.2.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval lower bound of number of private households,Not applicable,2381.2.2.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.2.3.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.2.3.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.2.3.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,2381.2.2.3.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Census-family households,Confidence interval upper bound of number of private households,Not applicable,2381.2.2.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Number of private households,Total - Shelter-cost-to-income ratio,2381.2.3.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Number of private households,Spending less than 30% of income on shelter costs,2381.2.3.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Number of private households,Spending 30% or more of income on shelter costs,2381.2.3.1.3,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Number of private households,30% to less than 100%,2381.2.3.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Number of private households,Not applicable,2381.2.3.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.3.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.3.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.3.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,30% to less than 100%,2381.2.3.2.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Not applicable,2381.2.3.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.3.3.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.3.3.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.3.3.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,30% to less than 100%,2381.2.3.3.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Not applicable,2381.2.3.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Number of private households,Total - Shelter-cost-to-income ratio,2381.2.4.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Number of private households,Spending less than 30% of income on shelter costs,2381.2.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Number of private households,Spending 30% or more of income on shelter costs,2381.2.4.1.3,0,,0,,0,,0,,0,,0,,0,,0,
