REF_DATE,GEO,DGUID,Residence on or off reserve (3),Household type including census family structure (9),Statistics (3C),Shelter-cost-to-income ratio (5),Coordinate,Tenure including presence of mortgage payments and subsidized housing (8):Total - Tenure including presence of mortgage payments and subsidized housing[1],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Owner[2],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):With mortgage[3],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Without mortgage[4],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Renter[5],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Subsidized housing[6],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Not subsidized housing[7],Symbol,"Tenure including presence of mortgage payments and subsidized housing (8):Dwelling provided by the local government, First Nation or Indian band[8]",Symbol
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Number of private households,Spending less than 30% of income on shelter costs,2386.1.2.1.2,538115,,344135,,180950,,163190,,193980,,27330,,166650,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Number of private households,Spending 30% or more of income on shelter costs,2386.1.2.1.3,160065,,81850,,73020,,8825,,78220,,4955,,73265,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Number of private households,30% to less than 100%,2386.1.2.1.4,144930,,73870,,66035,,7835,,71065,,4485,,66585,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Number of private households,Not applicable,2386.1.2.1.5,2075,,470,,280,,190,,1605,,85,,1515,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.2.2.1,699766,,425260,,252707,,171260,,272504,,31820,,240181,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.2.2.2,537118,,343006,,179732,,162367,,192620,,26776,,165331,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.2.2.3,159040,,80999,,72159,,8505,,77561,,4785,,72596,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,2386.1.2.2.4,143966,,73080,,65235,,7526,,70366,,4305,,65906,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval lower bound of number of private households,Not applicable,2386.1.2.2.5,1937,,422,,233,,153,,1469,,67,,1388,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.2.3.1,700744,,427643,,255803,,173155,,275112,,32940,,242686,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.2.3.2,539114,,345267,,182176,,164017,,195350,,27896,,167979,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.2.3.3,161097,,82710,,73891,,9157,,78885,,5131,,73940,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,2386.1.2.3.4,145901,,74669,,66845,,8157,,71771,,4672,,67271,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Confidence interval upper bound of number of private households,Not applicable,2386.1.2.3.5,2223,,524,,336,,235,,1754,,108,,1653,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Number of private households,Total - Shelter-cost-to-income ratio,2386.1.3.1.1,609280,,365345,,212125,,153225,,243935,,29605,,214335,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Number of private households,Spending less than 30% of income on shelter costs,2386.1.3.1.2,462205,,292720,,148220,,144500,,169490,,24830,,144655,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Number of private households,Spending 30% or more of income on shelter costs,2386.1.3.1.3,145065,,72200,,63645,,8555,,72860,,4680,,68180,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Number of private households,30% to less than 100%,2386.1.3.1.4,130840,,64850,,57265,,7590,,65980,,4225,,61760,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Number of private households,Not applicable,2386.1.3.1.5,2010,,425,,265,,160,,1585,,85,,1495,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.3.2.1,608517,,364135,,210835,,152240,,242685,,29130,,213106,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.3.2.2,461299,,291500,,147175,,143637,,168343,,24336,,143549,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.3.2.3,144080,,71420,,62825,,8216,,72251,,4520,,67541,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,30% to less than 100%,2386.1.3.2.4,129876,,64131,,56516,,7261,,65321,,4046,,61091,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Not applicable,2386.1.3.2.5,1882,,377,,219,,124,,1458,,67,,1368,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.3.3.1,610044,,366559,,213422,,154216,,245191,,30088,,215571,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.3.3.2,463112,,293945,,149273,,145368,,170645,,25334,,145769,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.3.3.3,146056,,72988,,64475,,8908,,73474,,4846,,68825,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,30% to less than 100%,2386.1.3.3.4,131811,,65577,,58024,,7934,,66645,,4412,,62436,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Not applicable,2386.1.3.3.5,2147,,479,,321,,206,,1723,,108,,1633,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Total - Shelter-cost-to-income ratio,2386.1.4.1.1,494925,,316475,,185230,,131245,,178450,,12095,,166355,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Spending less than 30% of income on shelter costs,2386.1.4.1.2,387140,,259345,,134560,,124785,,127795,,9800,,117995,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Spending 30% or more of income on shelter costs,2386.1.4.1.3,106185,,56840,,50485,,6360,,49335,,2240,,47100,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,30% to less than 100%,2386.1.4.1.4,96395,,51850,,46205,,5640,,44545,,1985,,42560,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Number of private households,Not applicable,2386.1.4.1.5,1605,,285,,185,,105,,1320,,55,,1265,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.4.2.1,494080,,315326,,183951,,130281,,177353,,11724,,165198,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.4.2.2,386164,,258197,,133586,,123862,,126720,,9479,,116941,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.4.2.3,105293,,56142,,49797,,6062,,48738,,2102,,46473,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,30% to less than 100%,2386.1.4.2.4,95503,,51182,,45538,,5372,,43888,,1866,,41893,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Not applicable,2386.1.4.2.5,1478,,230,,149,,71,,1185,,38,,1139,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.4.3.1,495771,,317628,,186518,,132216,,179553,,12478,,167520,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.4.3.2,388119,,260498,,135541,,125715,,128879,,10131,,119059,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.4.3.3,107085,,57547,,51182,,6673,,49940,,2387,,47736,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,30% to less than 100%,2386.1.4.3.4,97295,,52527,,46882,,5922,,45212,,2111,,43238,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Not applicable,2386.1.4.3.5,1743,,353,,230,,154,,1470,,79,,1405,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Without children,Number of private households,Total - Shelter-cost-to-income ratio,2386.1.5.1.1,227980,,138000,,60825,,77175,,89980,,4825,,85155,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Without children,Number of private households,Spending less than 30% of income on shelter costs,2386.1.5.1.2,175435,,114015,,41960,,72055,,61425,,3555,,57875,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Without children,Number of private households,Spending 30% or more of income on shelter costs,2386.1.5.1.3,51630,,23845,,18780,,5060,,27785,,1245,,26540,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Without children,Number of private households,30% to less than 100%,2386.1.5.1.4,46490,,21395,,16870,,4530,,25090,,1140,,23950,,0,
