csd_code,municipality,region,year,survey_month,bedroom_type,avg_monthly_rent,quality_flag,quality_level,source_table
3521005,Mississauga,Peel,2025,October,2 Bedroom,2001.0,a,Excellent,rent_history_3521005_mississauga
3521005,Mississauga,Peel,2025,October,3 Bedroom,2176.0,a,Excellent,rent_history_3521005_mississauga
3521005,Mississauga,Peel,2025,October,Studio,1262.0,b,Very good,rent_history_3521005_mississauga
3521005,Mississauga,Peel,2025,October,Total,1917.0,a,Excellent,rent_history_3521005_mississauga
3519048,Newmarket,York,1990,October,1 Bedroom,546.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1990,October,2 Bedroom,630.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1990,October,3 Bedroom,814.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1990,October,Studio,376.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1990,October,Total,593.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1991,October,1 Bedroom,562.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1991,October,2 Bedroom,675.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1991,October,3 Bedroom,882.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1991,October,Studio,376.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1991,October,Total,629.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1992,October,1 Bedroom,600.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1992,October,2 Bedroom,840.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1992,October,3 Bedroom,868.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1992,October,Studio,444.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1992,October,Total,740.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1993,October,1 Bedroom,589.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1993,October,2 Bedroom,834.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1993,October,3 Bedroom,842.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1993,October,Studio,426.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1993,October,Total,726.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1994,October,1 Bedroom,617.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1994,October,2 Bedroom,803.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1994,October,3 Bedroom,860.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1994,October,Studio,443.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1994,October,Total,726.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1995,October,1 Bedroom,641.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1995,October,2 Bedroom,843.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1995,October,3 Bedroom,858.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1995,October,Studio,431.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1995,October,Total,766.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1996,October,1 Bedroom,642.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1996,October,2 Bedroom,761.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1996,October,3 Bedroom,886.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1996,October,Studio,471.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1996,October,Total,717.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1997,October,1 Bedroom,660.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1997,October,2 Bedroom,761.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1997,October,3 Bedroom,896.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1997,October,Studio,467.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1997,October,Total,722.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1998,October,1 Bedroom,665.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1998,October,2 Bedroom,909.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1998,October,3 Bedroom,958.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1998,October,Studio,533.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1998,October,Total,816.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1999,October,1 Bedroom,676.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1999,October,2 Bedroom,806.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1999,October,3 Bedroom,925.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,1999,October,Studio,493.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,1999,October,Total,756.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2000,October,1 Bedroom,722.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2000,October,2 Bedroom,826.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2000,October,3 Bedroom,952.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2000,October,Studio,521.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2000,October,Total,764.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2001,October,1 Bedroom,741.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2001,October,2 Bedroom,844.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2001,October,3 Bedroom,962.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2001,October,Studio,540.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2001,October,Total,804.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2002,October,1 Bedroom,785.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2002,October,2 Bedroom,884.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2002,October,3 Bedroom,994.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2002,October,Studio,562.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2002,October,Total,839.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2003,October,1 Bedroom,772.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2003,October,2 Bedroom,887.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2003,October,3 Bedroom,1003.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2003,October,Studio,585.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2003,October,Total,835.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2004,October,1 Bedroom,811.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2004,October,2 Bedroom,915.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2004,October,3 Bedroom,1061.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2004,October,Studio,567.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2004,October,Total,854.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2005,October,1 Bedroom,802.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2005,October,2 Bedroom,878.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2005,October,3 Bedroom,865.0,d,Poor - use with caution,rent_history_3519048_newmarket
3519048,Newmarket,York,2005,October,Studio,543.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2005,October,Total,826.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2006,October,1 Bedroom,851.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2006,October,2 Bedroom,940.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2006,October,3 Bedroom,1031.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2006,October,Studio,585.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2006,October,Total,890.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2007,October,1 Bedroom,848.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2007,October,2 Bedroom,958.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2007,October,3 Bedroom,1081.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2007,October,Studio,622.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2007,October,Total,894.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2008,October,1 Bedroom,860.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2008,October,2 Bedroom,946.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2008,October,3 Bedroom,1141.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2008,October,Studio,625.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2008,October,Total,910.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2009,October,1 Bedroom,895.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2009,October,2 Bedroom,963.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2009,October,3 Bedroom,1185.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2009,October,Studio,660.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2009,October,Total,932.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2010,October,1 Bedroom,880.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2010,October,2 Bedroom,982.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2010,October,3 Bedroom,1202.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2010,October,Studio,635.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2010,October,Total,920.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2011,October,1 Bedroom,947.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2011,October,2 Bedroom,1029.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2011,October,3 Bedroom,1199.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2011,October,Studio,677.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2011,October,Total,975.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2012,October,1 Bedroom,964.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2012,October,2 Bedroom,1043.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2012,October,3 Bedroom,1276.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2012,October,Studio,615.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2012,October,Total,991.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2013,October,1 Bedroom,990.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2013,October,2 Bedroom,1068.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2013,October,3 Bedroom,1259.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2013,October,Studio,741.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2013,October,Total,1022.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2014,October,1 Bedroom,1042.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2014,October,2 Bedroom,1137.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2014,October,3 Bedroom,1207.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2014,October,Studio,703.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2014,October,Total,1067.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2015,October,1 Bedroom,1057.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2015,October,2 Bedroom,1173.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2015,October,3 Bedroom,1276.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2015,October,Studio,696.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2015,October,Total,1092.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2016,October,1 Bedroom,1069.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2016,October,2 Bedroom,1178.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2016,October,Studio,738.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2016,October,Total,1105.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2017,October,1 Bedroom,1181.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2017,October,2 Bedroom,1269.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2017,October,Studio,763.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2017,October,Total,1210.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2018,October,1 Bedroom,1161.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2018,October,2 Bedroom,1308.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2018,October,Studio,759.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2018,October,Total,1205.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2019,October,1 Bedroom,1370.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2019,October,2 Bedroom,1461.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2019,October,Studio,798.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2019,October,Total,1387.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2020,October,1 Bedroom,1416.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2020,October,2 Bedroom,1527.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2020,October,Studio,757.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2020,October,Total,1426.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2021,October,1 Bedroom,1273.0,d,Poor - use with caution,rent_history_3519048_newmarket
3519048,Newmarket,York,2021,October,2 Bedroom,1411.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2021,October,Studio,754.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2021,October,Total,1283.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2022,October,1 Bedroom,1502.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2022,October,2 Bedroom,1530.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2022,October,Total,1480.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2023,October,1 Bedroom,1702.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2023,October,2 Bedroom,1785.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2023,October,Total,1692.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2024,October,1 Bedroom,1590.0,a,Excellent,rent_history_3519048_newmarket
3519048,Newmarket,York,2024,October,2 Bedroom,2010.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2024,October,Total,1755.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2025,October,1 Bedroom,1951.0,b,Very good,rent_history_3519048_newmarket
3519048,Newmarket,York,2025,October,2 Bedroom,2384.0,c,Good,rent_history_3519048_newmarket
3519048,Newmarket,York,2025,October,Total,2128.0,b,Very good,rent_history_3519048_newmarket
3524001,Oakville,Halton,1990,October,1 Bedroom,546.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1990,October,2 Bedroom,649.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1990,October,3 Bedroom,816.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1990,October,Studio,432.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1990,October,Total,639.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1991,October,1 Bedroom,592.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1991,October,2 Bedroom,728.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1991,October,3 Bedroom,913.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1991,October,Studio,464.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1991,October,Total,713.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1992,October,1 Bedroom,603.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1992,October,2 Bedroom,722.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1992,October,3 Bedroom,933.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1992,October,Studio,467.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1992,October,Total,709.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1993,October,1 Bedroom,617.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1993,October,2 Bedroom,755.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1993,October,3 Bedroom,924.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1993,October,Studio,499.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1993,October,Total,736.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1994,October,1 Bedroom,645.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1994,October,2 Bedroom,776.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1994,October,3 Bedroom,945.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1994,October,Studio,494.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1994,October,Total,755.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1995,October,1 Bedroom,664.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1995,October,2 Bedroom,814.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1995,October,3 Bedroom,990.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1995,October,Studio,498.0,b,Very good,rent_history_3524001_oakville
3524001,Oakville,Halton,1995,October,Total,790.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1996,October,1 Bedroom,689.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1996,October,2 Bedroom,830.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1996,October,3 Bedroom,1025.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1996,October,Studio,543.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1996,October,Total,811.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1997,October,1 Bedroom,699.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1997,October,2 Bedroom,842.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1997,October,3 Bedroom,1023.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1997,October,Studio,523.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1997,October,Total,816.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1998,October,1 Bedroom,765.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1998,October,2 Bedroom,919.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1998,October,3 Bedroom,1091.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1998,October,Studio,593.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1998,October,Total,886.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1999,October,1 Bedroom,806.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1999,October,2 Bedroom,916.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1999,October,3 Bedroom,1121.0,c,Good,rent_history_3524001_oakville
3524001,Oakville,Halton,1999,October,Studio,622.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,1999,October,Total,905.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2000,October,1 Bedroom,840.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2000,October,2 Bedroom,973.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2000,October,3 Bedroom,1145.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2000,October,Studio,653.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2000,October,Total,945.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2001,October,1 Bedroom,864.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2001,October,2 Bedroom,1032.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2001,October,3 Bedroom,1152.0,b,Very good,rent_history_3524001_oakville
3524001,Oakville,Halton,2001,October,Studio,666.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2001,October,Total,983.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2002,October,1 Bedroom,898.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2002,October,2 Bedroom,1043.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2002,October,3 Bedroom,1241.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2002,October,Studio,703.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2002,October,Total,1010.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2003,October,1 Bedroom,917.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2003,October,2 Bedroom,1058.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2003,October,3 Bedroom,1249.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2003,October,Studio,703.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2003,October,Total,1039.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2004,October,1 Bedroom,918.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2004,October,2 Bedroom,1073.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2004,October,3 Bedroom,1182.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2004,October,Studio,724.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2004,October,Total,1032.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2005,October,1 Bedroom,905.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2005,October,2 Bedroom,1064.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2005,October,3 Bedroom,1227.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2005,October,Studio,731.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2005,October,Total,1029.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2006,October,1 Bedroom,924.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2006,October,2 Bedroom,1081.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2006,October,3 Bedroom,1212.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2006,October,Studio,728.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2006,October,Total,1053.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2007,October,1 Bedroom,951.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2007,October,2 Bedroom,1099.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2007,October,3 Bedroom,1243.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2007,October,Studio,755.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2007,October,Total,1057.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2008,October,1 Bedroom,953.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2008,October,2 Bedroom,1126.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2008,October,3 Bedroom,1240.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2008,October,Studio,761.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2008,October,Total,1082.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2009,October,1 Bedroom,979.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2009,October,2 Bedroom,1136.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2009,October,3 Bedroom,1292.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2009,October,Studio,769.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2009,October,Total,1102.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2010,October,1 Bedroom,980.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2010,October,2 Bedroom,1147.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2010,October,3 Bedroom,1298.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2010,October,Studio,790.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2010,October,Total,1104.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2011,October,1 Bedroom,997.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2011,October,2 Bedroom,1177.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2011,October,3 Bedroom,1345.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2011,October,Studio,775.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2011,October,Total,1133.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2012,October,1 Bedroom,1081.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2012,October,2 Bedroom,1250.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2012,October,3 Bedroom,1406.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2012,October,Studio,855.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2012,October,Total,1207.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2013,October,1 Bedroom,1099.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2013,October,2 Bedroom,1275.0,a,Excellent,rent_history_3524001_oakville
3524001,Oakville,Halton,2013,October,3 Bedroom,1432.0,b,Very good,rent_history_3524001_oakville
